Evidenèní èíslo;Název;Cizojazyènı název;Název 35;Název 20;Název 12;Název 7;Název 6;Název 3;Název ISC;Název ZDD;Kvalifikátor;Kvalifikátor - popis;Stav;Stav - popis;Km poloha;TUDU;TTP;Km polohy další;TUDU další;TTP další;X [S-JTSK (-Y)];Y [S-JTSK (-X)];GPS N (DMS);GPS E (DMS);GPS N (DEG);GPS E (DEG);Nadmoøská vıška (Bpv);VÚSC;VÚSC - popis;Vlastník;Provozovatel;Provozní obvod;Provozní obvod - popis;Oblastní øeditelství;Oblastní øeditelství - popis;Operativní øízení;Operativní øízení - popis;Dopravní uzel;Dopravní uzel - popis;Dálkové øízení;Dálkové øízení - popis
300038;hr. infr. Louky nad Olší;-;hr. infr. Louky nad Olší;hi Louky n.O.;-;hiLouky;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;327,7;190506;-;-;-;-;-450356,679;-1107925,495;"N49°48'33,704""";"E18°34'05,961""";N49,809362°;E18,568322°;246,37;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;833988;Louky nad Olší;-;-
300046;Ostrava støed V06009 HI;-;Ostrava støed V06009 HI;Ostr.støed V06009 HI;OVA V06009HI;hi Ostr;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;2,814;2132C1;-;-;-;-;-470610,542;-1102153,995;"N49°49'48,924""";"E18°16'59,470""";N49,830257°;E18,283186°;211,888;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;834374;Ostrava hlavní nádraí;-;-
300053;hr. infr. Paskov;-;hr. infr. Paskov;hi Paskov;-;hiPasko;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;15,111;2132F1;-;-;-;-;-470034,739;-1113464,537;"N49°43'45,767""";"E18°18'16,387""";N49,729380°;E18,304552°;0;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;834515;Paskov;-;-
300061;hr. infr. Tøinec-Konská;-;hr. infr. Tøinec-Konská;hi Tøinec-Konská;-;hiTrinK;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;313,42;2501NA;-;-;-;-;-445721,66;-1119056,645;"N49°41'50,669""";"E18°38'48,968""";N49,697408°;E18,646936°;297,343;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;834929;Tøinec;-;-
300079;hr. infr. Vratimov;-;hr. infr. Vratimov;hi Vratimov;-;hiVrati;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;10,768;2132EC;-;-;-;-;-469465,833;-1109598,178;"N49°45'52,023""";"E18°18'28,252""";N49,764451°;E18,307848°;0;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;835033;Vratimov;-;-
300087;hr. infr. Šumperk - Desná;-;hr. infr. Šumperk - Desná;hi Šumperk Desná;-;hiSumpD;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;13,475;194102;-;-;-;-;-561403,65;-1078704,356;"N49°57'48,543""";"E16°59'39,982""";N49,963484°;E16,994439°;321,691;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;834978;Šumperk;-;-
300095;hr. infr. Milotice nad Opavou;-;hr. infr. Milotice nad Opavou;hi Milotice nad Op.;-;hiMil/O;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;73,097;224110;-;-;-;-;-520820,076;-1077142,182;"N50°00'48,492""";"E17°33'19,587""";N50,013470°;E17,555441°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;834259;Milotice nad Opavou;-;-
300111;hi Ostrava-Kunèice;-;hi Ostrava-Kunèice;hi Ostrava-Kunèice;hi Ova-Kunèi;-;-;-;-;-;90;Hranice infrastruktur;1;Aktivní;8,218;-;-;-;-;-;-469834,127;-1104717,705;"N49°48'28,396""";"E18°17'49,117""";N49,807888°;E18,296977°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;834416;Ostrava-Kunèice;-;-
300145;Èeskı Tìšín státní hranice;-;Èeskı Tìšín st.hr.;Èeskı Tìšín st.hr.;C.TESIN ST.H;CTESSH;-;-;-;Èeskı Tìšín st. hr.;91;Státní hranice;1;Aktivní;139,111;253202;302E;-;-;-;-447254,614;-1112827,253;"N49°45'07,620""";"E18°37'07,524""";N49,752117°;E18,618757°;269,755;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
300244;Bohumín státní hranice;-;Bohumín st.hr.;Bohumín st.hr.;BOHUMIN ST.H;BOHSTHR;BHM SH;-;-;Bohumín st. hr.;91;Státní hranice;1;Aktivní;279,623;190402;305A;-;-;-;-466975,149;-1092845,282;"N49°54'59,131""";"E18°19'21,144""";N49,916425°;E18,322540°;201,987;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
300251;Bohumín-Vrbice státní hranice;-;Bohumín-Vrbice st.hr.;Bohumín-Vrbice st.hr;BOHVRB st.h.;BiVrst.;-;-;-;Bohumín-Vrbice st. hr.;91;Státní hranice;1;Aktivní;4,274;190602;305C;-;-;-;-466979,635;-1092849,41;"N49°54'58,986""";"E18°19'20,938""";N49,916385°;E18,322483°;201,987;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
300343;Petrovice u Karviné státní hranice;-;Petrovice u Karviné st.hr.;Petrovice u K.st.hr.;PETROVI.ST.H;PETUKSH;-;-;-;Petrovice u Karviné st. hr.;91;Státní hranice;1;Aktivní;292,602;189138;305B;-;-;-;-449541,09;-1097870,024;"N49°53'04,087""";"E18°34'12,637""";N49,884469°;E18,570177°;234,893;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
300426;Mikulovice státní hranice;-;Mikulovice st.hr.;Mikulovice st.hr.;MIKULOV.ST.H;MKULCSH;-;-;-;Mikulovice st. hr.;91;Státní hranice;1;Aktivní;51,5;136322;311A;-;-;-;-532036,284;-1043208,842;"N50°18'26,614""";"E17°21'12,554""";N50,307393°;E17,353487°;304,581;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
300558;Bøeclav státní hranice;-;Bøeclav st.hr.;Bøeclav st.hr.;BRECLAV ST.H;BRECLSH;BCV SH;-;-;Bøeclav st. hr.;91;Státní hranice;1;Aktivní;77,992;240102;320D;-;-;-;-584876,001;-1216130,5;"N48°42'45,146""";"E16°52'06,194""";N48,712541°;E16,868387°;165,186;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
300657;Šatov státní hranice;-;Šatov st.hr.;Šatov st.hr.;Šatov SH;ŠatovSH;-;-;-;Znojmo st. hr.;91;Státní hranice;1;Aktivní;87,66;120102;322A;-;-;-;-646535,702;-1202490,392;"N48°46'25,154""";"E16°00'52,863""";N48,773654°;E16,014683°;255,837;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
300756;Velká nad Velièkou státní hranice;-;Velká nad Velièkou st.hr.;Velká n.Vel.st.hr.;VEL./V.ST.H.;VELNVSH;-;-;-;Velká nad Velièkou st. hr.;91;Státní hranice;1;Aktivní;44,685;279118;317B;-;-;-;-536004,316;-1207980,342;"N48°49'45,579""";"E17°31'08,103""";N48,829328°;E17,518918°;368,603;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
300848;Mosty u Jablunkova státní hranice;-;Mosty u Jablunkova st.hr.;Mosty u Jabl.st.hr.;MOST.U J.S.H;MSTUJSH;-;-;-;Mosty u Jablunkova st. hr.;91;Státní hranice;1;Aktivní;286,534;250110;301A;-;-;-;-439071,591;-1142240,181;"N49°29'39,869""";"E18°45'51,357""";N49,494408°;E18,764266°;490,589;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
300921;Horní Lideè státní hranice;-;Horní Lideè st.hr.;Horní Lideè st.hr.;H.LIDEC ST.H;HLIDCSH;-;-;-;Horní Lideè st. hr.;91;Státní hranice;1;Aktivní;21,11;236306;308-;-;-;-;-487840,891;-1173251,22;"N49°10'47,902""";"E18°07'51,861""";N49,179973°;E18,131072°;469,612;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
301051;Vlárskı prùsmyk státní hranice;-;Vlárskı prùsmyk st.hr.;Vlár.prùsmyk st.hr.;VLAR.PR.ST.H;VLPRSSH;-;-;-;Vlárskı prùsmyk st. hr.;91;Státní hranice;1;Aktivní;163,5;230256;317A;-;-;-;-494695,649;-1189548,086;"N49°01'42,833""";"E18°03'25,883""";N49,028565°;E18,057190°;275,557;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
301259;Sudomìøice nad Moravou státní hranice;-;Sudomìøice nad Moravou st.hr.;Sudomìø.n.M.st.hr.;SUDOMER.ST.H;SUDOMSH;-;-;-;Sudomìøice nad Moravou st. hr.;91;Státní hranice;1;Aktivní;14,95;239106;317F;-;-;-;-556018,241;-1201664,241;"N48°52'06,011""";"E17°14'20,810""";N48,868336°;E17,239114°;173,466;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
301358;Hodonín státní hranice;-;Hodonín st.hr.;Hodonín st.hr.;HODONIN ST.H;HODONSH;-;-;-;Hodonín st. hr.;91;Státní hranice;1;Aktivní;3,009;245204;316C;-;-;-;-564550,016;-1204309,518;"N48°50'13,198""";"E17°07'37,311""";N48,836999°;E17,127031°;166,17;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
301457;Lanhot státní hranice;-;Lanhot st.hr.;Lanhot st.hr.;LANZHOT ST.H;LANZHSH;LAN SH;-;-;Lanhot st. hr.;91;Státní hranice;1;Aktivní;11,451;280104;320A;-;-;-;-575247,401;-1217281,231;"N48°42'40,256""";"E17°00'00,526""";N48,711182°;E17,000146°;161,294;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
301549;Jindøichov ve Slezsku státní hranice;-;Jindøichov ve Slezsku st.hr.;Jindø.ve Sl.st.hr.;JINDR.V.S.SH;JINVSSH;-;-;-;Jindøichov ve Slezsku st. hr.;91;Státní hranice;1;Aktivní;25,705;225310;311A;-;-;-;-521659,531;-1047867,562;"N50°16'29,009""";"E17°30'16,996""";N50,274725°;E17,504721°;348,16;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;-;-
301648;Veøòovice státní hranice/Gorzycki gr. PKP;-;Veøòovice státní hranice/Gorzycki g;Veøòovice státní hra;-;-;-;-;-;Veøòovice st. hr./Gorzycki gr. PKP;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-460859,9;-1091227,2;"N49°56'07,996""";"E18°24'19,746""";N49,935554°;E18,405485°;0;810;Moravskoslezskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
309005;Glucholazy;-;Glucholazy;Glucholazy;-;GLU_ZY;-;-;-;-;1;eleznièní stanice;4;Zrušen;0;-;-;-;-;-;-526483,492;-1042901,963;"N50°18'53,930""";"E17°25'50,312""";N50,314981°;E17,430642°;0;710;Olomouckı kraj;266/94Sb§3;266/94Sb§3;100339;Olomouc;0;-;0;-;;;-;-
309013;Cieszyn;-;Cieszyn;Cieszyn;Cieszyn;Cieszyn;-;-;-;-;1;eleznièní stanice;4;Zrušen;0;-;-;-;-;-;-445955,611;-1113042,852;"N49°45'04,068""";"E18°38'13,074""";N49,751130°;E18,636965°;0;0;-;266/94Sb§3;ÈD;0;-;0;-;0;-;;;-;-
310003;Novı Jièín (BUS);-;Novı Jièín (BUS);N. Jièín (BUS);-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-491948,4;-1126922,8;"N49°35'30,023""";"E18°01'06,259""";N49,591673°;E18,018405°;0;810;Moravskoslezskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
310011;Pøíbor (BUS);-;Pøíbor (BUS);Pøíbor (BUS);-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-482607,9;-1122848,3;"N49°38'08,045""";"E18°08'31,860""";N49,635568°;E18,142183°;0;810;Moravskoslezskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
310029;Frıdek-Místek (BUS);-;Frıdek-Místek (BUS);Frıdek-Místek (BUS);-;-;-;-;-;-;65;Zastávka náhradní dopravy;1;Aktivní;-;-;-;-;-;-;-466896,3;-1119467,6;"N49°40'40,768""";"E18°21'17,842""";N49,677991°;E18,354956°;0;810;Moravskoslezskı kraj;ÈD;ÈD;0;-;0;-;0;-;;;-;-
312850;Døevnovice zast.ÈSAD;-;Døevnovice zast.ÈSAD;Døevnovice zast.ÈSAD;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-557211,468;-1150123,595;"N49°19'42,398""";"E17°09'08,760""";N49,328444°;E17,152433°;0;710;Olomouckı kraj;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
313155;Morkovice námìstí;-;Morkovice námìstí;Morkovice námìstí;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-554296,147;-1158523,491;"N49°15'21,272""";"E17°12'13,901""";N49,255909°;E17,203861°;0;720;Zlínskı kraj;266/94Sb§3;266/94Sb§3;100487;Valašské Meziøíèí;0;-;100601;CDP Pøerov;;;-;-
313254;Osíèany zast.ÈSAD;-;Osíèany zast.ÈSAD;Osíèany zast.ÈSAD;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-556436,398;-1155529,214;"N49°16'50,800""";"E17°10'13,757""";N49,280778°;E17,170488°;0;710;Olomouckı kraj;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
313353;Tìšice (zast.ÈSAD);-;Tìšice (z.ÈSAD);Tìšice (z.ÈSAD);-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-556949,503;-1150993,031;"N49°19'15,245""";"E17°09'25,987""";N49,320901°;E17,157219°;0;710;Olomouckı kraj;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
313452;Tištín (zast.ÈSAD);-;Tištín (z.ÈSAD);Tištín (z.ÈSAD);-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-556466,18;-1152010,397;"N49°18'44,044""";"E17°09'54,849""";N49,312234°;E17,165236°;0;0;-;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
313551;Pornice zast.ÈSAD;-;Pornice zast.ÈSAD;Pornice zast.ÈSAD;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-555000,531;-1157511,604;"N49°15'51,592""";"E17°11'34,242""";N49,264331°;E17,192845°;0;0;-;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
313650;Uhøice u Kromìøíe zast. ÈSAD;-;Uhøice u Kromìøíe zast. ÈSAD;Uhøice u Kr.z.ÈSAD;-;-;-;-;-;-;65;Zastávka náhradní dopravy;4;Zrušen;-;-;-;-;-;-;-553717,35;-1156488,759;"N49°16'28,681""";"E17°12'32,362""";N49,274634°;E17,208989°;0;0;-;266/94Sb§3;266/94Sb§3;0;-;0;-;100601;CDP Pøerov;;;-;-
330050;Bojkovice mìsto;-;Bojkovice mìsto z;Bojkovice mìsto;BOJKOVICE M.;BOJKOVM;-;-;Bojkovice mìsto;Bojkovice;8;Kolejová skupina DVM;1;Aktivní;130,769;230242;317A;-;-;-;-512551,48;-1187176,697;"N49°02'07,214""";"E17°48'39,757""";N49,035337°;E17,811044°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;833186;Bojkovice;-;-
330126;Blatec;-;Blatec;Blatec;BLATEC;BLATEC;BTC;BTC;Blatec;Blatec;1;eleznièní stanice;1;Aktivní;92,76;2201G1;309B;-;-;-;-548263,266;-1129000,229;"N49°31'31,672""";"E17°14'46,101""";N49,525464°;E17,246139°;0;710;Olomouckı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
330142;Albrechtice u Èeského Tìšína;-;Albrechtice u Èeského Tìšína;Albrechtice u È.T.;ALBR. U C.T.;ALCEUCT;ACT;ACT;Albrechtice u È.Tìš.;Albrechtice u Èeského Tìšína;1;eleznièní stanice;1;Aktivní;10,712;2521B1;301D;-;-;-;-453659,998;-1107766,105;"N49°47'33,940""";"E18°31'27,792""";N49,792761°;E18,524387°;265,216;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;833012;Albrechtice u Èeského Tìšína;-;-
330159;Adamov;-;Adamov;Adamov;ADAMOV;ADAMOV;ADV;ADV;Adamov;Adamov;1;eleznièní stanice;1;Aktivní;171,19;2002D1;326A;-;-;-;-592971,273;-1150093,486;"N49°17'43,495""";"E16°39'47,514""";N49,295415°;E16,663198°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
330225;Nemilany;-;Nemilany;AHr Nemilany z;NEMILANY;NEMILAN;-;-;Nemilany;-;37;Automatické hradlo a zastávka;1;Aktivní;96,633;220114;309B;-;-;-;-548029,59;-1125305,378;"N49°33'31,437""";"E17°14'39,452""";N49,558732°;E17,244292°;0;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330241;Baška;-;Baška;Baška;BASKA;BASKA;BAS;BAS;Baška;Baška;1;eleznièní stanice;1;Aktivní;108,343;2131I1;302A;-;-;-;-466130,2;-1122538,671;"N49°39'03,830""";"E18°22'08,875""";N49,651064°;E18,369132°;0;810;Moravskoslezskı kraj;Stát;S;100107;Èeskı Tìšín;316000;Ostrava;100601;CDP Pøerov;;;-;-
330258;Adamov zastávka;-;Adamov zastávka;Adamov zast. z;ADAMOV Z.;ADAMOVZ;-;-;Adamov zastávka;-;61;Zastávka;1;Aktivní;172,233;200208;326A;-;-;-;-593984,419;-1149248,9;"N49°18'07,175""";"E16°38'53,182""";N49,301993°;E16,648105°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
330324;Olomouc-Nové Sady;-;Olomouc-Nové Sady;Olomouc-Nové Sady z;OLOMOUC-N.S.;OLOMONS;-;-;Olomouc-Nové Sady;-;61;Zastávka;1;Aktivní;98,466;220114;309B;-;-;-;-546723,232;-1124078,279;"N49°34'15,150""";"E17°15'38,100""";N49,570875°;E17,260583°;0;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330357;Babice nad Svitavou;-;Babice nad Svitavou;Babice n. Svitavou z;BABICE/SVIT.;BABICNS;BAC;-;Babice nad Svitavou;-;61;Zastávka;1;Aktivní;168,612;200230;326A;-;-;-;-592505,438;-1152254,535;"N49°16'35,544""";"E16°40'21,847""";N49,276540°;E16,672735°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
330423;Bludov;-;Bludov;Bludov;BLUDOV;BLUDOV;BLV;BLV;Bludov;Bludov;1;eleznièní stanice;1;Aktivní;48,957;1362K1;311B;48,957;1362K1;311A;-565755,237;-1082221,291;"N49°55'40,842""";"E16°56'20,999""";N49,928012°;E16,939166°;292,433;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;833046;Bludov;349720;Šumperk
330431;Zámeèek;-;Zámeèek;AHr Zámeèek;-;-;-;-;-;-;35;Automatické hradlo;1;Aktivní;46,319;136220;311B;-;-;-;-564170,949;-1080249,372;"N49°56'49,608""";"E16°57'29,842""";N49,947113°;E16,958289°;305,754;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330456;Bedihoš;-;Bedihoš;Bedihoš;BEDIHOST;BEDIHST;BED;BED;Bedihoš;Bedihoš;1;eleznièní stanice;1;Aktivní;76,04;2201D1;309B;-;-;-;-554927,228;-1137697,658;"N49°26'30,036""";"E17°09'59,693""";N49,441677°;E17,166581°;0;710;Olomouckı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
330464;Bludov-Sudkov;-;Bludov-Sudkov;Bludov km 6,300;-;BludovS;-;-;-;Bludov;20;Odboèení v DVM;1;Aktivní;6,305;1931C1;311B;6,305;1931C1;311D;-566440,387;-1083193,599;"N49°55'07,252""";"E16°55'51,862""";N49,918681°;E16,931073°;288,125;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;833046;Bludov;349720;Šumperk
330480;Bludov-Chromeè;-;Bludov-Chromeè;Bludov km 50,072;-;BludovC;-;-;-;Bludov;20;Odboèení v DVM;1;Aktivní;50,095;1362L1;311A;50,095;1362L1;311D;-566585,746;-1082433,575;"N49°55'31,234""";"E16°55'40,680""";N49,925343°;E16,927967°;289,368;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;833046;Bludov;349720;Šumperk
330514;Odb Svitava;-;Odb Svitava;Odb Svitava;Odb Svitava;Odb Svt;-;-;-;Svitava;21;Odboèka (dopravna);1;Aktivní;166,166;2002P1;326A;-;-;-;-593002,943;-1154284,976;"N49°15'28,470""";"E16°40'08,110""";N49,257908°;E16,668918°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;330159;Adamov
330522;Bohutín;-;Bohutín;AHr Bohutín z;BOHUTIN;BOHUTIN;BHT;-;Bohutín;-;37;Automatické hradlo a zastávka;1;Aktivní;55,109;136224;311A;-;-;-;-569997,796;-1079125,901;"N49°57'06,276""";"E16°52'33,302""";N49,951743°;E16,875917°;310,557;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330548;Studénka mìsto;-;Studénka mìsto;Studénka mìsto z;STUDENKA MES;STUDENM;-;-;Studénka mìsto;-;61;Zastávka;1;Aktivní;1,26;198102;306B;-;-;-;-487358,9;-1113418,059;"N49°42'58,597""";"E18°03'54,490""";N49,716277°;E18,065136°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;-;-
330555;Èelèice;-;Èelèice;Èelèice z;CELCICE;CELCICE;-;-;Èelèice;-;61;Zastávka;1;Aktivní;72,157;220104;309B;-;-;-;-553468,822;-1141177,894;"N49°24'42,660""";"E17°11'28,979""";N49,411850°;E17,191383°;0;710;Olomouckı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
330621;Bludov láznì;-;Bludov láznì;Bludov láznì z;BLUDOV LAZNE;BLUDOVL;-;-;Bludov láznì;-;61;Zastávka;1;Aktivní;52,682;136224;311A;-;-;-;-568222,858;-1080492,578;"N49°56'28,241""";"E16°54'08,962""";N49,941178°;E16,902489°;300,197;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330647;Bílovec;-;Bílovec;Bílovec;BILOVEC;BILOVEC;BIC;BIC;Bílovec;Bílovec;3;Dopravna D3;1;Aktivní;7,43;1981B1;306B;-;-;-;-490667,712;-1108987,292;"N49°45'11,949""";"E18°00'50,285""";N49,753319°;E18,013968°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;348045;Suchdol nad Odrou
330654;Doloplazy;-;Doloplazy;Doloplazy z;DOLOPLAZY;DOLOPLA;-;-;Doloplazy;-;61;Zastávka;1;Aktivní;64,406;220116;309B;-;-;-;-556271,834;-1147502,508;"N49°21'09,871""";"E17°09'42,056""";N49,352742°;E17,161682°;0;710;Olomouckı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
330720;Bohdíkov;-;Bohdíkov;Bohdíkov;BOHDIKOV;BOHDIKV;BOD;BOD;Bohdíkov;Bohdíkov;1;eleznièní stanice;1;Aktivní;64,527;1362O1;311A;-;-;-;-567258,599;-1070980,037;"N50°01'37,702""";"E16°54'07,637""";N50,027139°;E16,902121°;357,388;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;349720;Šumperk
330746;Velké Albrechtice;-;Velké Albrechtice;Velké Albrechtice z;V.ALBRECHT.;VALBRCH;-;-;Velké Albrechtice;-;61;Zastávka;1;Aktivní;6,056;198102;306B;-;-;-;-489498,062;-1109619,084;"N49°44'54,946""";"E18°01'51,289""";N49,748596°;E18,030914°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;-;-
330753;Pivín;-;Pivín;Pivín;PIVIN;PIVIN;PIV;PIV;Pivín;Pivín;1;eleznièní stanice;1;Aktivní;69,418;2201B1;309B;-;-;-;-553929,432;-1143854,339;"N49°23'14,963""";"E17°11'19,500""";N49,387490°;E17,188750°;0;710;Olomouckı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
330829;Komòátka;-;Komòátka;Komòátka z;KOMNATKA;KOMNATK;KMN;-;Komòátka;-;61;Zastávka;1;Aktivní;62,332;136228;311A;-;-;-;-567814,545;-1072908,38;"N50°00'33,761""";"E16°53'49,899""";N50,009378°;E16,897194°;345,462;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
330845;Budišov nad Budišovkou;-;Budišov nad Budišovkou;Budišov n.Budišovkou;BUDISOV/BUD.;BUDISNB;BUD;BUD;Budišov n.Budiš.;Budišov nad Budišovkou;3;Dopravna D3;1;Aktivní;39,01;1961G1;306C;-;-;-;-518919,802;-1101647,526;"N49°47'44,732""";"E17°36'50,590""";N49,795759°;E17,614053°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;348045;Suchdol nad Odrou
330852;Bílovice nad Svitavou;-;Bílovice nad Svitavou;Bílovice n. Svit. z;BILOVICE/SV.;BILOVNS;BSV;BSV;Bílovice n.Svitavou;-;61;Zastávka;1;Aktivní;164,365;200206;326A;-;-;-;-592860,899;-1156021,732;"N49°14'33,057""";"E16°40'24,235""";N49,242516°;E16,673399°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
