Evidenèní èíslo;Název;Cizojazyènı název;Název 35;Název 20;Název 12;Název 7;Název 6;Název 3;Název ISC;Název ZDD;Kvalifikátor;Kvalifikátor - popis;Stav;Stav - popis;Km poloha;TUDU;TTP;Km polohy další;TUDU další;TTP další;X [S-JTSK (-Y)];Y [S-JTSK (-X)];GPS N (DMS);GPS E (DMS);GPS N (DEG);GPS E (DEG);Nadmoøská vıška (Bpv);VÚSC;VÚSC - popis;Vlastník;Provozovatel;Provozní obvod;Provozní obvod - popis;Oblastní øeditelství;Oblastní øeditelství - popis;Operativní øízení;Operativní øízení - popis;Dopravní uzel;Dopravní uzel - popis;Dálkové øízení;Dálkové øízení - popis
351155;Budkovice;-;Budkovice;Budkovice z;BUDKOVICE;BUDKOVI;-;-;-;-;61;Zastávka;4;Zrušen;125,745;-;-;-;-;-;-617323,935;-1172904,86;"N49°04'03,677""";"E16°21'54,496""";N49,067688°;E16,365138°;0;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351221;Újezd u Unièova;-;Újezd u Unièova;Újezd u Unièova;UJEZD U UNIC;UJUUNIC;UUU;UUU;Újezd u Unièova;Újezd u Unièova;1;eleznièní stanice;1;Aktivní;9,902;1362C1;311C;-;-;-;-549773,512;-1100939,773;"N49°46'30,601""";"E17°11'12,013""";N49,775167°;E17,186670°;246,225;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;346676;RDP Olomouc
351254;Moravskı Písek;-;Moravskı Písek;Moravskı Písek;MOR.PISEK;MORPSEK;MPK;MPK;Moravskı Písek;Moravskı Písek;1;eleznièní stanice;1;Aktivní;124,582;2401I1;316A;124,582;2401I1;318D;-549204,382;-1190051,864;"N48°58'41,892""";"E17°18'57,628""";N48,978303°;E17,316008°;179,602;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;346668;CDP Pøerov
351262;vl. v km 12,896;-;vl. v km 12,896;vl. v km 12,896;-;vlRozvS;-;-;-;-;29;Odboèení vleèky na širé trati;1;Aktivní;12,896;2101P1;315A;-;-;-;-592230,901;-1170124,893;"N49°07'01,252""";"E16°42'09,304""";N49,117014°;E16,702584°;203,94;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
351270;hr.DU 230602/230604;-;hr. DU 230602/230604;hr DU 230602/230604;-;hrDU349;-;-;-;-;94;Hranice TUDU;1;Aktivní;80,222;230604;318D;-;-;-;-550767,357;-1190735,997;"N48°58'14,876""";"E17°17'44,442""";N48,970799°;E17,295678°;176,305;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351320;Unièov zastávka;-;Unièov zastávka;Unièov zastávka z;UNICOV Z.;UNICOVZ;-;-;Unièov zastávka;-;61;Zastávka;1;Aktivní;12,912;136206;311C;-;-;-;-552730,591;-1100377,729;"N49°46'39,117""";"E17°08'42,141""";N49,777532°;E17,145039°;243,941;710;Olomouckı kraj;Stát;S;100339;Olomouc;316000;Ostrava;100601;CDP Pøerov;;;-;-
351353;Moravskı Písek zastávka;-;Moravskı Písek zastávka;Mor.Písek zast. z;MOR.PISEK Z.;MORPISZ;-;-;Moravskı Písek zast.;-;61;Zastávka;1;Aktivní;126,31;240118;316A;-;-;-;-548065,879;-1188752,401;"N48°59'27,374""";"E17°19'47,090""";N48,990937°;E17,329747°;177,513;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351429;Valašská Polanka;-;Valašská Polanka;Valašská Polanka;VAL.POLANKA;VALASPL;VPO;VPO;Valašská Polanka;Valašská Polanka;1;eleznièní stanice;1;Aktivní;28,795;2362B1;308-;-;-;-;-496621,266;-1163765,46;"N49°15'28,658""";"E17°59'58,168""";N49,257961°;E17,999491°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351437;Mutìnice kol.90S D;-;Mutìnice kolej 90S D;Mutìnice kolej 90S D;-;kol90SD;-;-;-;Mutìnice;20;Odboèení v DVM;1;Aktivní;1,128;2091GB;-;-;-;-;-569307,824;-1195732,154;"N48°54'33,880""";"E17°03'02,405""";N48,909411°;E17,050668°;0;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;835140;Mutìnice;351452;Mutìnice
351445;Mutìnice kol.90S H;-;Mutìnice kolej 90S H;Mutìnice kolej 90S H;-;kol90SH;-;-;-;Mutìnice;20;Odboèení v DVM;1;Aktivní;28,035;2091G5;318C;-;-;-;-569528,56;-1196532,79;"N48°54'07,367""";"E17°02'55,619""";N48,902046°;E17,048783°;0;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;835140;Mutìnice;351452;Mutìnice
351452;Mutìnice;-;Mutìnice;Mutìnice;MUTENICE;MUTENIC;MUT;MUT;Mutìnice;Mutìnice;1;eleznièní stanice;1;Aktivní;27,258;2091G1;318C;-;-;-;-570149,23;-1196178,728;"N48°54'16,726""";"E17°02'23,528""";N48,904646°;E17,039869°;0;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;835140;Mutìnice;-;-
351528;Luná u Vsetína;-;Luná u Vsetína;Luná u Vsetína z;LUZNA U VS.;LUZUVST;-;-;Luná u Vsetína;-;61;Zastávka;1;Aktivní;26,335;236202;308-;-;-;-;-495275,135;-1165562,294;"N49°14'34,603""";"E18°01'12,388""";N49,242945°;E18,020108°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351551;Mutìnice zastávka;-;Mutìnice zastávka;Mutìnice zastávka z;MUTENICE Z.;MUTENCZ;-;-;Mutìnice zastávka;-;61;Zastávka;1;Aktivní;25,928;209112;318C;-;-;-;-571029,898;-1195257;"N48°54'43,506""";"E17°01'35,887""";N48,912085°;E17,026635°;0;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351627;Valašské Meziøíèí;-;Valašské Meziøíèí;Valašské Meziøíèí;VAL.MEZIRICI;VALMEZ;VLM;VLM;Valašské Meziøíèí;Valašské Meziøíèí;1;eleznièní stanice;1;Aktivní;25,055;2361G1;308-;"25,055; 25,055; 25,055";"2361G1; 2361G1; 2361G1";"302A; 304A; 304G";-497255,442;-1139536,469;"N49°28'28,006""";"E17°57'39,413""";N49,474446°;E17,960948°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351726;Bròov;-;Bròov;Bròov z;BRNOV;BRNOV;-;-;Bròov;-;61;Zastávka;1;Aktivní;29,615;236114;308-;-;-;-;-497191,76;-1143694,734;"N49°26'14,127""";"E17°58'01,080""";N49,437258°;E17,966967°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351759;Námìš nad Oslavou;-;Námìš nad Oslavou;Námìš nad Oslavou;NAMEST/OSL.;NAMNOSL;NNO;NNO;Námìš nad Oslavou;Námìš nad Oslavou;1;eleznièní stanice;1;Aktivní;29,53;1241F1;322C;-;-;-;-631358,814;-1155733,01;"N49°12'25,144""";"E16°08'51,399""";N49,206984°;E16,147611°;0;630;Kraj Vysoèina;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351783;Km 31,000;-;Km 31,000;Km 31,000;-;Km31,0;-;-;-;-;73;Hranice pro návrat vozidel ze širé trati;1;Aktivní;31;124112;322C;-;-;-;-632562,863;-1154991,524;"N49°12'44,562""";"E16°07'48,127""";N49,212378°;E16,130035°;0;630;Kraj Vysoèina;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
351825;Hrachovec;-;Hrachovec;Hrachovec z;HRACHOVEC;HRACHOV;HCH;HCH;Hrachovec;Hrachovec;61;Zastávka;1;Aktivní;3,335;2141B1;304G;-;-;-;-494063,421;-1139633,042;"N49°28'34,145""";"E18°00'17,809""";N49,476151°;E18,004947°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351858;Napajedla;-;Napajedla;Napajedla;NAPAJEDLA;NAPJDLA;NAP;NAP;Napajedla;Napajedla;1;eleznièní stanice;1;Aktivní;149,5;2401M1;316A;-;-;-;-533486,132;-1170921,966;"N49°09'47,622""";"E17°30'17,084""";N49,163228°;E17,504746°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;346668;CDP Pøerov
351924;Krhová;-;Krhová;Krhová z;KRHOVA;KRHOVA;-;-;Krhová;-;61;Zastávka;1;Aktivní;2,215;214112;304G;-;-;-;-495141,134;-1139439,913;"N49°28'37,258""";"E17°59'23,627""";N49,477016°;E17,989896°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
351957;Spytihnìv;-;Spytihnìv;Spytihnìv z;SPYTIHNEV;SPYTIHN;-;-;Spytihnìv;-;61;Zastávka;1;Aktivní;147,026;240124;316A;-;-;-;-534413,992;-1173173,938;"N49°08'32,176""";"E17°29'42,145""";N49,142271°;E17,495040°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
352021;Lhotka nad Beèvou;-;Lhotka nad Beèvou;Lhotka nad Beèvou;LHOTKA/BECV.;LKANBCV;LHB;LHB;Lhotka nad Beèvou;Lhotka nad Beèvou;1;eleznièní stanice;1;Aktivní;20,838;2361F1;308-;-;-;-;-498973,332;-1136072,039;"N49°30'14,698""";"E17°55'58,920""";N49,504083°;E17,933033°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
352054;Nedakonice;-;Nedakonice;Nedakonice;NEDAKONICE;NEDKNIC;NDK;NDK;Nedakonice;Nedakonice;1;eleznièní stanice;1;Aktivní;132,005;2401J1;316A;-;-;-;-544312,579;-1184469,375;"N49°01'57,246""";"E17°22'30,320""";N49,032568°;E17,375089°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;346668;CDP Pøerov
352062;hr.VUSC 0640/0720 02;-;hr. VUSC 0640/0720 02;hr.VUSC 0640/0720 02;-;VUSC71;-;-;-;-;92;Hranice VÚSC;1;Aktivní;128,514;240118;316A;-;-;-;-546613,104;-1187094,454;"N49°00'25,397""";"E17°20'50,242""";N49,007055°;E17,347289°;174,672;640;Jihomoravskı kraj;Stát;S;100040;Bøeclav;315002;Brno;100601;CDP Pøerov;;;-;-
352120;Zašová;-;Zašová;Zašová nz;ZASOVA;ZASOVA;-;-;Zašová;Zašová;52;Nákladištì a zastávka;1;Aktivní;6,198;2141C1;304G;-;-;-;-491476,349;-1140787,282;"N49°28'04,362""";"E18°02'30,872""";N49,467878°;E18,041909°;0;720;Zlínskı kraj;Stát;S;100487;Valašské Meziøíèí;316000;Ostrava;100601;CDP Pøerov;;;-;-
352153;Nedvìdice;-;Nedvìdice;Nedvìdice;NEDVEDICE;NEDVDIC;NED;NED;Nedvìdice;Nedvìdice;1;eleznièní stanice;1;Aktivní;79,673;2071I1;325A;-;-;-;-614655,585;-1129927,581;"N49°27'15,973""";"E16°20'09,970""";N49,454437°;E16,336103°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
352161;hr.VUSC 0630/0640 01;-;hr. VUSC 0630/0640 01;hr.VUSC 0630/0640 01;-;VUSC65;-;-;-;-;92;Hranice VÚSC;1;Aktivní;76,048;207116;325A;-;-;-;-617954,082;-1130454,095;"N49°26'47,144""";"E16°17'30,119""";N49,446429°;E16,291699°;0;630;Kraj Vysoèina;Stát;S;100180;Jihlava;315002;Brno;100601;CDP Pøerov;;;-;-
352229;Valšov;-;Valšov;Valšov;VALSOV;VALSOV;VAV;VAV;Valšov;Valšov;1;eleznièní stanice;1;Aktivní;56,37;2191I1;310A;56,37;2191I1;310D;-530122,879;-1085186,997;"N49°56'00,479""";"E17°26'13,554""";N49,933466°;E17,437098°;0;810;Moravskoslezskı kraj;Stát;S;100354;Ostrava;316000;Ostrava;100601;CDP Pøerov;;;-;-
352252;Doubravník;-;Doubravník;Doubravník z;DOUBRAVNIK;DOUBRAV;-;-;Doubravník;-;61;Zastávka;1;Aktivní;83,173;207118;325A;-;-;-;-613859,105;-1132936,921;"N49°25'42,018""";"E16°21'05,844""";N49,428338°;E16,351623°;0;640;Jihomoravskı kraj;Stát;S;100057;Brno;315002;Brno;100601;CDP Pøerov;;;-;-
