Q11751099	Kunov	17.5158	50.0372	5434262
Q64861184	Krumvíř	16.916112777	48.983154444	5434265
Q11793340	Nové Heřminovy	17.5269	50.0247	5434272
Q56324915	Kobylí na Moravě	16.881294166	48.934085833	5434275
Q11784678	Mohelnice	16.942916944	49.776779166	5434282
Q19400472	Brumovice	16.90563	48.947258055	5434285
Q11785416	Moravičany	16.9685	49.7583275	5434292
Q11800519	Osoblaha	17.7222	50.2683	5434294
Q48000345	Kojetice na Moravě	15.8257944	49.1494994	5434295
Q11785418	Moravský Beroun	17.4325	49.7847	5434302
Q9149357	Amalín	17.66333	50.21583	5434304
Q18180328	Kojetín	17.3047945	49.345417	5434306
Q41711015	Náměšť na Hané	17.070367777	49.597980555	5434312
Q9176325	Bohušov	17.715	50.2403	5434314
Q59822464	Lobodice	17.287393611	49.400530833	5434316
Q108649519	Nový Jičín horní nádraží	18.0189464	49.5916564	5434322
Q9293854	Horní Povelice	17.6547	50.2258	5434324
Q41711039	Červenka zastávka	17.076465555	49.721172222	5434325
Q19400958	Měrovice nad Hanou	17.247219166	49.343818611	5434326
Q11740482	Koberno	17.6989	50.2281	5434334
Q64577292	Šlapanice zastávka	16.719110555	49.163265277	5434345
Q59822385	Uhřičice obec	17.290473333	49.370059722	5434346
Q66889071	Nový Malín	17.0344445	49.9458865	5434352
Q9338543	Slezské Rudoltice	17.6836	50.2119	5434354
Q19400801	Komořany u Vyškova	16.8994675	49.215835555	5434355
Q11798083	Olomouc hlavní nádraží	17.2783775	49.592582777	5434362
Q3505100	Ostrava hlavní nádraží	18.267059444	49.851493888	5434364
Q64577553	Koryčany	17.161272777	49.113162222	5434365
Q18180445	Olomouc město	17.241191944	49.59412	5434372
Q11800682	Ostrava-Kunčičky	18.296788611	49.809571388	5434374
Q18180446	Olomouc-Hejčín	17.236610277	49.602310277	5434382
Q11800685	Ostrava-Mariánské Hory	18.239864444	49.837276388	5434384
Q18180337	Kostelec na Hané	17.065013888	49.5090675	5434385
Q19602504	Olomouc-Řepčín	17.224025833	49.61652	5434392
Q11800683	Ostrava-Stodolní	18.28027	49.835	5434393
Q11800690	Ostrava střed	18.282532	49.829069	5434394
Q61013702	Lutotín	17.031045833	49.518520277	5434395
Q18180447	Olomouc-Nová Ulice	17.244256944	49.587345	5434402
Q11800680	Ostrava-Hrušov	18.2897	49.8633	5434404
Q61013699	Zdětín u Prostějova	16.987707222	49.528301111	5434405
Q18180448	Olomouc-Smetanovy sady	17.2547475	49.585582777	5434412
Q11800681	Ostrava-Kunčice	18.2908	49.7908	5434414
Q11800679	Ostrava-Bartovice	18.34	49.7786	5434424
Q11800686	Ostrava-Svinov	18.210113611	49.821281388	5434434
Q11800688	Ostrava-Třebovice	18.1958	49.8422	5434444
Q11821547	Polanka nad Odrou	18.189763888	49.778709444	5434454
Q19400839	Krahulov	15.804423333	49.215320555	5434455
Q11800689	Ostravice	18.3936	49.5378	5434464
Q25411910	Kralice nad Oslavou	16.203723833	49.192429666	5434465
Q18180451	Ostružná	17.0506	50.1833	5434472
Q18180350	Kroměříž	17.402954166	49.302341388	5434475
Q9303922	Ramzová	17.0636	50.1936	5434482
Q25412013	Bezměrov	17.339134166	49.331775555	5434485
Q11800691	Ostravice zastávka	18.3803	49.5503	5434494
Q66889164	Jarohněvice	17.379760833	49.263091944	5434495
Q28806199	Kotojedy	17.403335555	49.283771388	5434505
Q66827625	Rapotín zastávka	17.0313207	50.0093401	5434512
Q11813273	Paskov	18.3036	49.7358	5434514
